id;nome;descrição;preço;estoque
2926;Produto 2926;Descrição detalhada do Produto 2926;332.26;244
2927;Produto 2927;Descrição detalhada do Produto 2927;270.28;291
2928;Produto 2928;Descrição detalhada do Produto 2928;618.99;474
2929;Produto 2929;Descrição detalhada do Produto 2929;1373.01;429
2930;Produto 2930;Descrição detalhada do Produto 2930;1404.77;299
2931;Produto 2931;Descrição detalhada do Produto 2931;123.89;346
2932;Produto 2932;Descrição detalhada do Produto 2932;968.08;477
2933;Produto 2933;Descrição detalhada do Produto 2933;1410.07;160
2934;Produto 2934;Descrição detalhada do Produto 2934;359.65;125
2935;Produto 2935;Descrição detalhada do Produto 2935;453.08;470
2936;Produto 2936;Descrição detalhada do Produto 2936;156.61;479
2937;Produto 2937;Descrição detalhada do Produto 2937;944.9;362
2938;Produto 2938;Descrição detalhada do Produto 2938;1081.69;453
2939;Produto 2939;Descrição detalhada do Produto 2939;799.62;80
2940;Produto 2940;Descrição detalhada do Produto 2940;26.61;196
2941;Produto 2941;Descrição detalhada do Produto 2941;982.93;44
2942;Produto 2942;Descrição detalhada do Produto 2942;1041.12;390
2943;Produto 2943;Descrição detalhada do Produto 2943;1362.85;161
2944;Produto 2944;Descrição detalhada do Produto 2944;1486.07;136
2945;Produto 2945;Descrição detalhada do Produto 2945;363.55;321
2946;Produto 2946;Descrição detalhada do Produto 2946;95.72;93
2947;Produto 2947;Descrição detalhada do Produto 2947;1024.74;236
2948;Produto 2948;Descrição detalhada do Produto 2948;310.92;206
2949;Produto 2949;Descrição detalhada do Produto 2949;471.37;450
2950;Produto 2950;Descrição detalhada do Produto 2950;462.68;84
2951;Produto 2951;Descrição detalhada do Produto 2951;1033.25;189
2952;Produto 2952;Descrição detalhada do Produto 2952;334.62;417
2953;Produto 2953;Descrição detalhada do Produto 2953;144.39;68
2954;Produto 2954;Descrição detalhada do Produto 2954;1070.92;415
2955;Produto 2955;Descrição detalhada do Produto 2955;994.83;295
2956;Produto 2956;Descrição detalhada do Produto 2956;43.25;145
2957;Produto 2957;Descrição detalhada do Produto 2957;56.58;332
2958;Produto 2958;Descrição detalhada do Produto 2958;13.88;498
2959;Produto 2959;Descrição detalhada do Produto 2959;522.41;382
2960;Produto 2960;Descrição detalhada do Produto 2960;294.78;20
2961;Produto 2961;Descrição detalhada do Produto 2961;225.83;225
2962;Produto 2962;Descrição detalhada do Produto 2962;971.93;39
2963;Produto 2963;Descrição detalhada do Produto 2963;1115.02;339
2964;Produto 2964;Descrição detalhada do Produto 2964;1455.32;221
2965;Produto 2965;Descrição detalhada do Produto 2965;721.1;24
2966;Produto 2966;Descrição detalhada do Produto 2966;652.05;463
2967;Produto 2967;Descrição detalhada do Produto 2967;812.31;462
2968;Produto 2968;Descrição detalhada do Produto 2968;457.46;355
2969;Produto 2969;Descrição detalhada do Produto 2969;758.35;412
2970;Produto 2970;Descrição detalhada do Produto 2970;1147.51;475
2971;Produto 2971;Descrição detalhada do Produto 2971;1311.08;46
2972;Produto 2972;Descrição detalhada do Produto 2972;215.85;112
2973;Produto 2973;Descrição detalhada do Produto 2973;873.69;9
2974;Produto 2974;Descrição detalhada do Produto 2974;1120.82;351
2975;Produto 2975;Descrição detalhada do Produto 2975;1027.5;290
2976;Produto 2976;Descrição detalhada do Produto 2976;1242.58;79
2977;Produto 2977;Descrição detalhada do Produto 2977;102.24;320
2978;Produto 2978;Descrição detalhada do Produto 2978;1134.43;152
2979;Produto 2979;Descrição detalhada do Produto 2979;85.87;94
2980;Produto 2980;Descrição detalhada do Produto 2980;393.25;488
2981;Produto 2981;Descrição detalhada do Produto 2981;720.0;115
2982;Produto 2982;Descrição detalhada do Produto 2982;857.05;148
2983;Produto 2983;Descrição detalhada do Produto 2983;172.01;151
2984;Produto 2984;Descrição detalhada do Produto 2984;293.16;486
2985;Produto 2985;Descrição detalhada do Produto 2985;1176.82;291
2986;Produto 2986;Descrição detalhada do Produto 2986;1393.28;211
2987;Produto 2987;Descrição detalhada do Produto 2987;1386.58;25
2988;Produto 2988;Descrição detalhada do Produto 2988;551.39;481
2989;Produto 2989;Descrição detalhada do Produto 2989;297.25;444
2990;Produto 2990;Descrição detalhada do Produto 2990;266.46;201
2991;Produto 2991;Descrição detalhada do Produto 2991;352.56;229
2992;Produto 2992;Descrição detalhada do Produto 2992;108.18;116
2993;Produto 2993;Descrição detalhada do Produto 2993;38.71;150
2994;Produto 2994;Descrição detalhada do Produto 2994;708.21;54
2995;Produto 2995;Descrição detalhada do Produto 2995;238.08;139
2996;Produto 2996;Descrição detalhada do Produto 2996;983.09;25
2997;Produto 2997;Descrição detalhada do Produto 2997;253.41;107
2998;Produto 2998;Descrição detalhada do Produto 2998;683.02;19
2999;Produto 2999;Descrição detalhada do Produto 2999;1384.67;347
3000;Produto 3000;Descrição detalhada do Produto 3000;1380.58;498
3001;Produto 3001;Descrição detalhada do Produto 3001;1353.45;496
3002;Produto 3002;Descrição detalhada do Produto 3002;109.05;458
3003;Produto 3003;Descrição detalhada do Produto 3003;1074.44;361
3004;Produto 3004;Descrição detalhada do Produto 3004;142.28;27
3005;Produto 3005;Descrição detalhada do Produto 3005;822.36;84
3006;Produto 3006;Descrição detalhada do Produto 3006;782.3;452
3007;Produto 3007;Descrição detalhada do Produto 3007;78.13;495
3008;Produto 3008;Descrição detalhada do Produto 3008;56.04;76
3009;Produto 3009;Descrição detalhada do Produto 3009;1228.24;173
3010;Produto 3010;Descrição detalhada do Produto 3010;16.99;317
3011;Produto 3011;Descrição detalhada do Produto 3011;711.87;414
3012;Produto 3012;Descrição detalhada do Produto 3012;20.1;114
3013;Produto 3013;Descrição detalhada do Produto 3013;1206.66;4
3014;Produto 3014;Descrição detalhada do Produto 3014;675.26;179
3015;Produto 3015;Descrição detalhada do Produto 3015;1160.36;388
3016;Produto 3016;Descrição detalhada do Produto 3016;864.05;78
3017;Produto 3017;Descrição detalhada do Produto 3017;1038.11;426
3018;Produto 3018;Descrição detalhada do Produto 3018;235.43;26
3019;Produto 3019;Descrição detalhada do Produto 3019;722.23;166
3020;Produto 3020;Descrição detalhada do Produto 3020;369.38;208
3021;Produto 3021;Descrição detalhada do Produto 3021;474.93;338
3022;Produto 3022;Descrição detalhada do Produto 3022;383.32;328
3023;Produto 3023;Descrição detalhada do Produto 3023;656.74;493
3024;Produto 3024;Descrição detalhada do Produto 3024;593.22;118
3025;Produto 3025;Descrição detalhada do Produto 3025;904.38;428
3026;Produto 3026;Descrição detalhada do Produto 3026;547.6;488
3027;Produto 3027;Descrição detalhada do Produto 3027;329.6;393
3028;Produto 3028;Descrição detalhada do Produto 3028;1024.27;232
3029;Produto 3029;Descrição detalhada do Produto 3029;410.39;324
3030;Produto 3030;Descrição detalhada do Produto 3030;392.87;129
3031;Produto 3031;Descrição detalhada do Produto 3031;1441.31;322
3032;Produto 3032;Descrição detalhada do Produto 3032;609.21;228
3033;Produto 3033;Descrição detalhada do Produto 3033;1297.74;94
3034;Produto 3034;Descrição detalhada do Produto 3034;600.3;441
3035;Produto 3035;Descrição detalhada do Produto 3035;1148.29;101
3036;Produto 3036;Descrição detalhada do Produto 3036;644.22;268
3037;Produto 3037;Descrição detalhada do Produto 3037;90.2;305
3038;Produto 3038;Descrição detalhada do Produto 3038;103.26;78
3039;Produto 3039;Descrição detalhada do Produto 3039;1142.92;415
3040;Produto 3040;Descrição detalhada do Produto 3040;1402.4;414
3041;Produto 3041;Descrição detalhada do Produto 3041;605.1;73
3042;Produto 3042;Descrição detalhada do Produto 3042;395.15;328
3043;Produto 3043;Descrição detalhada do Produto 3043;1221.97;338
3044;Produto 3044;Descrição detalhada do Produto 3044;1439.08;269
3045;Produto 3045;Descrição detalhada do Produto 3045;779.6;38
3046;Produto 3046;Descrição detalhada do Produto 3046;1342.64;422
3047;Produto 3047;Descrição detalhada do Produto 3047;1163.86;431
3048;Produto 3048;Descrição detalhada do Produto 3048;323.86;483
3049;Produto 3049;Descrição detalhada do Produto 3049;462.23;152
3050;Produto 3050;Descrição detalhada do Produto 3050;608.69;13
3051;Produto 3051;Descrição detalhada do Produto 3051;38.95;290
3052;Produto 3052;Descrição detalhada do Produto 3052;1169.23;108
3053;Produto 3053;Descrição detalhada do Produto 3053;473.65;256
3054;Produto 3054;Descrição detalhada do Produto 3054;281.26;491
3055;Produto 3055;Descrição detalhada do Produto 3055;405.77;312
3056;Produto 3056;Descrição detalhada do Produto 3056;1070.54;66
3057;Produto 3057;Descrição detalhada do Produto 3057;588.72;151
3058;Produto 3058;Descrição detalhada do Produto 3058;1497.99;439
3059;Produto 3059;Descrição detalhada do Produto 3059;1430.77;50
3060;Produto 3060;Descrição detalhada do Produto 3060;242.19;465
3061;Produto 3061;Descrição detalhada do Produto 3061;571.34;196
3062;Produto 3062;Descrição detalhada do Produto 3062;1199.52;477
3063;Produto 3063;Descrição detalhada do Produto 3063;125.97;255
3064;Produto 3064;Descrição detalhada do Produto 3064;161.63;430
3065;Produto 3065;Descrição detalhada do Produto 3065;1391.41;401
3066;Produto 3066;Descrição detalhada do Produto 3066;1252.12;130
3067;Produto 3067;Descrição detalhada do Produto 3067;1435.27;431
3068;Produto 3068;Descrição detalhada do Produto 3068;914.22;33
3069;Produto 3069;Descrição detalhada do Produto 3069;545.71;379
3070;Produto 3070;Descrição detalhada do Produto 3070;703.78;433
3071;Produto 3071;Descrição detalhada do Produto 3071;300.08;170
3072;Produto 3072;Descrição detalhada do Produto 3072;1455.12;101
3073;Produto 3073;Descrição detalhada do Produto 3073;1195.73;278
3074;Produto 3074;Descrição detalhada do Produto 3074;1090.17;309
3075;Produto 3075;Descrição detalhada do Produto 3075;1235.71;340
3076;Produto 3076;Descrição detalhada do Produto 3076;1145.13;215
3077;Produto 3077;Descrição detalhada do Produto 3077;691.46;461
3078;Produto 3078;Descrição detalhada do Produto 3078;263.41;393
3079;Produto 3079;Descrição detalhada do Produto 3079;920.37;234
3080;Produto 3080;Descrição detalhada do Produto 3080;446.43;11
3081;Produto 3081;Descrição detalhada do Produto 3081;291.79;85
3082;Produto 3082;Descrição detalhada do Produto 3082;581.51;79
3083;Produto 3083;Descrição detalhada do Produto 3083;513.17;418
3084;Produto 3084;Descrição detalhada do Produto 3084;921.64;411
3085;Produto 3085;Descrição detalhada do Produto 3085;766.18;375
3086;Produto 3086;Descrição detalhada do Produto 3086;1242.24;162
3087;Produto 3087;Descrição detalhada do Produto 3087;1302.63;252
3088;Produto 3088;Descrição detalhada do Produto 3088;552.25;419
3089;Produto 3089;Descrição detalhada do Produto 3089;507.8;279
3090;Produto 3090;Descrição detalhada do Produto 3090;27.92;421
3091;Produto 3091;Descrição detalhada do Produto 3091;1035.08;311
3092;Produto 3092;Descrição detalhada do Produto 3092;45.64;392
3093;Produto 3093;Descrição detalhada do Produto 3093;202.21;453
3094;Produto 3094;Descrição detalhada do Produto 3094;1242.24;496
3095;Produto 3095;Descrição detalhada do Produto 3095;626.88;293
3096;Produto 3096;Descrição detalhada do Produto 3096;921.72;274
3097;Produto 3097;Descrição detalhada do Produto 3097;1430.42;301
3098;Produto 3098;Descrição detalhada do Produto 3098;451.71;117
3099;Produto 3099;Descrição detalhada do Produto 3099;989.1;157
3100;Produto 3100;Descrição detalhada do Produto 3100;39.4;325
3101;Produto 3101;Descrição detalhada do Produto 3101;1099.16;49
3102;Produto 3102;Descrição detalhada do Produto 3102;580.51;430
3103;Produto 3103;Descrição detalhada do Produto 3103;1277.93;241
3104;Produto 3104;Descrição detalhada do Produto 3104;1272.38;89
3105;Produto 3105;Descrição detalhada do Produto 3105;1251.7;152
3106;Produto 3106;Descrição detalhada do Produto 3106;1407.83;492
3107;Produto 3107;Descrição detalhada do Produto 3107;208.8;388
3108;Produto 3108;Descrição detalhada do Produto 3108;288.71;290
3109;Produto 3109;Descrição detalhada do Produto 3109;270.6;183
3110;Produto 3110;Descrição detalhada do Produto 3110;142.95;413
3111;Produto 3111;Descrição detalhada do Produto 3111;817.09;200
3112;Produto 3112;Descrição detalhada do Produto 3112;575.22;213
3113;Produto 3113;Descrição detalhada do Produto 3113;721.81;347
3114;Produto 3114;Descrição detalhada do Produto 3114;1382.32;166
3115;Produto 3115;Descrição detalhada do Produto 3115;720.88;386
3116;Produto 3116;Descrição detalhada do Produto 3116;758.42;242
3117;Produto 3117;Descrição detalhada do Produto 3117;235.89;318
3118;Produto 3118;Descrição detalhada do Produto 3118;291.17;373
3119;Produto 3119;Descrição detalhada do Produto 3119;675.3;478
3120;Produto 3120;Descrição detalhada do Produto 3120;1234.85;265
3121;Produto 3121;Descrição detalhada do Produto 3121;808.86;199
3122;Produto 3122;Descrição detalhada do Produto 3122;1198.99;483
3123;Produto 3123;Descrição detalhada do Produto 3123;208.22;98
3124;Produto 3124;Descrição detalhada do Produto 3124;1229.48;76
3125;Produto 3125;Descrição detalhada do Produto 3125;257.78;93
3126;Produto 3126;Descrição detalhada do Produto 3126;286.72;408
3127;Produto 3127;Descrição detalhada do Produto 3127;255.36;448
3128;Produto 3128;Descrição detalhada do Produto 3128;130.17;415
3129;Produto 3129;Descrição detalhada do Produto 3129;566.73;61
3130;Produto 3130;Descrição detalhada do Produto 3130;1016.35;392
3131;Produto 3131;Descrição detalhada do Produto 3131;397.93;279
3132;Produto 3132;Descrição detalhada do Produto 3132;1384.13;8
3133;Produto 3133;Descrição detalhada do Produto 3133;1343.79;276
3134;Produto 3134;Descrição detalhada do Produto 3134;1458.27;399
3135;Produto 3135;Descrição detalhada do Produto 3135;933.59;44
3136;Produto 3136;Descrição detalhada do Produto 3136;466.36;350
3137;Produto 3137;Descrição detalhada do Produto 3137;35.75;471
3138;Produto 3138;Descrição detalhada do Produto 3138;965.86;175
3139;Produto 3139;Descrição detalhada do Produto 3139;18.16;475
3140;Produto 3140;Descrição detalhada do Produto 3140;330.73;491
3141;Produto 3141;Descrição detalhada do Produto 3141;412.72;22
3142;Produto 3142;Descrição detalhada do Produto 3142;1407.79;250
3143;Produto 3143;Descrição detalhada do Produto 3143;1076.32;240
3144;Produto 3144;Descrição detalhada do Produto 3144;305.78;3
3145;Produto 3145;Descrição detalhada do Produto 3145;662.57;258
3146;Produto 3146;Descrição detalhada do Produto 3146;491.66;71
3147;Produto 3147;Descrição detalhada do Produto 3147;139.28;154
3148;Produto 3148;Descrição detalhada do Produto 3148;688.29;138
3149;Produto 3149;Descrição detalhada do Produto 3149;945.36;427
3150;Produto 3150;Descrição detalhada do Produto 3150;403.48;130
3151;Produto 3151;Descrição detalhada do Produto 3151;191.72;28
3152;Produto 3152;Descrição detalhada do Produto 3152;118.67;199
3153;Produto 3153;Descrição detalhada do Produto 3153;704.24;113
3154;Produto 3154;Descrição detalhada do Produto 3154;985.29;251
3155;Produto 3155;Descrição detalhada do Produto 3155;701.31;315
3156;Produto 3156;Descrição detalhada do Produto 3156;1029.62;335
3157;Produto 3157;Descrição detalhada do Produto 3157;1136.22;437
3158;Produto 3158;Descrição detalhada do Produto 3158;1118.97;264
3159;Produto 3159;Descrição detalhada do Produto 3159;1388.68;433
3160;Produto 3160;Descrição detalhada do Produto 3160;527.36;119
3161;Produto 3161;Descrição detalhada do Produto 3161;1098.16;309
3162;Produto 3162;Descrição detalhada do Produto 3162;1269.16;38
3163;Produto 3163;Descrição detalhada do Produto 3163;312.85;405
3164;Produto 3164;Descrição detalhada do Produto 3164;1368.33;212
3165;Produto 3165;Descrição detalhada do Produto 3165;128.01;19
